,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice
322,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867
323,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557
324,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,309734
325,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,167256
326,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575
327,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,300884
328,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707
329,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,171681
330,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787
332,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823
333,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,352212
334,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522
335,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,172566
337,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831
338,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,192035
339,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,348672
340,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310309
341,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,141592
342,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672
343,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159
344,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,261061
345,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,243362
346,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061
347,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,206194
348,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,169469
349,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,108849
350,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207522
351,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858
352,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,371681
353,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,242035
354,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522
355,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,318584
356,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061
357,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,305309
358,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,115044
359,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,96469
360,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566
361,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,232743
364,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672
365,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389
366,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,83185
367,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,331858
368,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,165486
369,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,163716
370,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,296460
371,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256
372,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707
373,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,197345
374,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,216814
375,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,292035
376,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,414159
377,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169026
378,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,225663
379,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681
380,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,344247
381,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,247787
382,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,237168
383,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,305309
384,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,398230
385,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,126548
386,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,464601
388,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43362
389,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,223893
390,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1256,469026
391,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,209734
392,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269911
393,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601
394,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982
396,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,283185
397,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,155752
398,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,176991
399,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,203539
400,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,303982
401,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203539
402,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123893
403,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316814
404,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663
405,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,358407
406,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73442
407,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212
408,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,210176
409,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,318584
411,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619
412,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,252654
413,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,282300
414,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530
415,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,190707
416,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,60176
417,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,117256
418,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,171681
419,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212
420,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292
421,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,125663
422,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,271681
423,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,192920
424,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,277256
425,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,245132
427,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,70796
428,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415
429,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,138938
430,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58407
431,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,207079
432,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,168141
433,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,181415
434,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72256
435,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,206194
437,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,172566
438,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,267256
440,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,255752
441,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,336283
442,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,64601
443,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361946
444,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,120353
445,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849
447,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,63716
448,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,159292
450,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,155752
452,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,280530
455,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,371681
456,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,168141
457,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346017
458,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,91150
460,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,345132
462,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,271681
463,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,254867
464,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,271681
466,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,104424
467,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,157079
468,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,138495
469,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,389380
471,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,194690
472,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,446902
473,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,189380
474,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215044
475,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,259292
477,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840
478,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,230088
479,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173451
480,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,274336
481,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,143362
482,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,258407
485,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,180088
486,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,162831
492,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,79646
493,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,190265
494,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309
496,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,379203
497,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,225663
498,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,216814
499,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,36283
501,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,162831
502,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,254867
503,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,70796
504,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,409734
506,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57522
507,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469
508,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,318584
509,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,260176
510,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,343362
511,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,208849
512,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84070
513,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,150442
514,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,353097
515,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,231858
517,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,172566
518,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,194690
519,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,142477
520,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,350442
522,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,230088
523,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,252212
524,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,211061
525,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,460176
526,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,300884
527,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,171681
528,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,221238
530,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,423008
532,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,265442
534,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035
535,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805
537,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,347787
539,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,184955
540,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,256637
541,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,337168
542,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,185840
543,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,130088
544,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,168141
545,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,357522
546,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,194690
547,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,218584
548,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,249557
549,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,553097
550,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,570796
552,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57079
553,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,184955
554,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,249557
555,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,336283
558,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,325221
559,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,252212
560,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,157876
561,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,122123
562,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,331858
563,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,128938
564,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,197345
565,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,353097
566,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,451327
567,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,219469
568,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,448672
569,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,129203
570,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,398230
571,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,394690
572,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,365486
574,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,154867
575,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,227876
577,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,391150
578,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,321238
579,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,147787
580,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,409734
581,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,138495
582,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,152212
583,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1273,362831
585,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,368141
586,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,230088
587,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,291238
589,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,286902
591,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,218584
592,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,117699
593,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,371681
594,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,428318
596,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,238938
598,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123893
599,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,190265
601,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,145132
602,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,350008
603,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,196902
605,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,205309
606,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,365486
608,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,201769
610,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,377876
612,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,358407
614,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,260176
615,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,191938
616,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,273,84070
617,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,156637
619,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,300884
621,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,254123
624,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,352212
625,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,172123
627,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,170796
628,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,128318
630,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,77876
631,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,233185
633,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,323008
634,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,353982
635,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,208584
637,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,152212
638,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,206637
639,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,101548
640,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,255752
641,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,162389
643,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,214159
644,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044
645,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,295575
646,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,272123
649,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,247787
650,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,206194
652,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,238053
653,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269026
654,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,220353
655,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,169911
656,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,528318
657,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,154867
658,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,65486
659,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044
660,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,65486
661,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,353982
662,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,108849
665,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,146902
666,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,1327,312389
667,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,159292
669,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,517699
670,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,240707
671,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,150442
675,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,142035
676,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,253097
677,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,265486
678,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,274336
679,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,131858
680,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,175221
682,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,190265
683,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,315929
684,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,184070
685,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,161504
